movie_id,title,Director,Top Two Actors,release_date
286565,Paper Towns,Jake Schreier,"['Nat Wolff', 'Cara Delevingne']",2015-06-18
26710,My Baby's Daddy,Cheryl Dunye,"['Eddie Griffin', 'Anthony Anderson']",2004-01-09
129670,Nebraska,Alexander Payne,"['Bruce Dern', 'Will Forte']",2013-09-21
9059,Tales from the Crypt: Demon Knight,Ernest R. Dickerson,"['Billy Zane', 'William Sadler']",1995-01-13
34549,Max Keeble's Big Move,Tim Hill,"['Alex D. Linz', 'Zena Grey']",2001-10-05
57157,Young Adult,Jason Reitman,"['Charlize Theron', 'Patton Oswalt']",2011-12-16
1948,Crank,Brian Taylor,"['Jason Statham', 'Amy Smart']",2006-08-31
28353,Def Jam's How to Be a Player,Lionel C. Martin,"['Bill Bellamy', 'Lark Voorhies']",1997-08-06
46889,Living Out Loud,Richard LaGravenese,"['Holly Hunter', 'Danny DeVito']",1998-10-30
38093,Just Wright,Sanaa Hamri,"['Queen Latifah', 'Common']",2010-05-14
14976,Rachel Getting Married,Jonathan Demme,"['Anne Hathaway', 'Rosemarie DeWitt']",2008-10-03
11027,The Postman Always Rings Twice,Bob Rafelson,"['Jack Nicholson', 'Jessica Lange']",1981-03-20
3635,Girl with a Pearl Earring,Peter Webber,"['Scarlett Johansson', 'Colin Firth']",2003-08-31
387,Das Boot,Wolfgang Petersen,"['Jürgen Prochnow', 'Herbert Grönemeyer']",1981-09-16
6020,Sorority Boys,Wallace Wolodarsky,"['Barry Watson', 'Michael Rosenbaum']",2002-03-22
122906,About Time,Richard Curtis,"['Domhnall Gleeson', 'Rachel McAdams']",2013-08-16
9550,House of Flying Daggers,Zhang Yimou,"['Takeshi Kaneshiro', 'Andy Lau']",2004-05-19
60599,Arbitrage,Nicholas Jarecki,"['Richard Gere', 'Susan Sarandon']",2012-09-14
227719,Project Almanac,Dean Israelite,"['Jonny Weston', 'Virginia Gardner']",2015-01-30
14299,Cadillac Records,Darnell Martin,"['Adrien Brody', 'Jeffrey Wright']",2008-12-05
19419,Screwed,Scott Alexander,"['Norm Macdonald', 'Dave Chappelle']",2000-05-12
12088,Fortress,Stuart Gordon,"['Christopher Lambert', 'Kurtwood Smith']",1992-09-30
14799,For Your Consideration,Christopher Guest,"[""Catherine O'Hara"", 'Harry Shearer']",2006-11-22
9466,Celebrity,Woody Allen,"['Kenneth Branagh', 'Judy Davis']",1998-09-07
7510,Running with Scissors,Ryan Murphy,"['Annette Bening', 'Brian Cox']",2006-10-27
31246,From Justin to Kelly,Robert Iscove,"['Kelly Clarkson', 'Justin Guarini ']",2003-06-20
61752,Girl 6,Spike Lee,"['Theresa Randle', 'Isaiah Washington']",1996-03-22
10944,In the Cut,Jane Campion,"['Meg Ryan', 'Mark Ruffalo']",2003-09-09
10362,Two Lovers,James Gray,"['Joaquin Phoenix', 'Gwyneth Paltrow']",2008-11-19
14778,Last Orders,Fred Schepisi,"['Michael Caine', 'Tom Courtenay']",2001-09-10
1255,The Host,Bong Joon-ho,"['Song Kang-ho', 'Park Hae-il']",2006-07-27
45226,The Pursuit of D.B. Cooper,Roger Spottiswoode,"['Robert Duvall', 'Treat Williams']",1981-11-13
10212,Ravenous,Antonia Bird,"['Guy Pearce', 'Robert Carlyle']",1999-03-16
8669,Charlie Bartlett,Jon Poll,"['Anton Yelchin', 'Robert Downey Jr.']",2008-02-22
179144,The Great Beauty,Paolo Sorrentino,"['Toni Servillo', 'Carlo Verdone']",2013-05-21
16857,The Dangerous Lives of Altar Boys,Peter Care,"['Emile Hirsch', 'Kieran Culkin']",2002-06-14
86825,Stoker,Park Chan-wook,"['Mia Wasikowska', 'Nicole Kidman']",2013-02-28
844,2046,Wong Kar-wai,"['Tony Leung Chiu-Wai', 'Zhang Ziyi']",2004-05-20
8060,Married Life,Ira Sachs,"['Chris Cooper', 'Pierce Brosnan']",2007-09-12
15907,Duma,Carroll Ballard,"['Alex Michaeletos', 'Campbell Scott']",2005-04-22
38448,Ondine,Neil Jordan,"['Colin Farrell', 'Alicja Bachleda-Curuś']",2009-09-14
327,Brother,Takeshi Kitano,"['Takeshi Kitano', 'Omar Epps']",2000-09-09
9260,Welcome to Collinwood,Anthony Russo,"['William H. Macy', 'Isaiah Washington']",2002-05-24
61337,Critical Care,Sidney Lumet,"['James Spader', 'Kyra Sedgwick']",1997-10-31
13079,The Life Before Her Eyes,Vadim Perelman,"['Uma Thurman', 'Evan Rachel Wood']",2007-09-08
89325,Darling Companion,Lawrence Kasdan,"['Diane Keaton', 'Kevin Kline']",2012-04-20
4170,Trade,Marco Kreuzpaintner,"['Kevin Kline', 'Cesar Ramos']",2007-01-23
41508,Fateless,Lajos Koltai,"['Marcell Nagy', 'Béla Dóra']",2005-02-10
12479,Breakfast of Champions,Alan Rudolph,"['Bruce Willis', 'Albert Finney']",1999-02-13
44555,"A Woman, a Gun and a Noodle Shop",Zhang Yimou,"['Sun Honglei', 'Xiao Shen Yang']",2009-12-11
10133,Cypher,Vincenzo Natali,"['Jeremy Northam', 'Lucy Liu']",2002-10-01
21345,City of Life and Death,Lu Chuan,"['Liu Ye', 'Gao Yuanyuan']",2009-04-22
173931,Legend of a Rabbit,Lijun Sun,"['Jon Heder', 'Tom Arnold']",2011-01-01
61984,Space Battleship Yamato,Takashi Yamazaki,"['Hiroyuki Ikeuchi', 'Takuya Kimura']",2010-12-01
50601,5 Days of War,Renny Harlin,"['Rupert Friend', 'Val Kilmer']",2011-04-14
26466,Triangle,Christopher Smith,"['Melissa George', 'Liam Hemsworth']",2009-10-16
345003,10 Days in a Madhouse,Timothy Hines,"['Caroline Barry', 'Christopher Lambert']",2015-11-20
236751,Heaven is for Real,Randall Wallace,"['Greg Kinnear', 'Kelly Reilly']",2014-04-16
107,Snatch,Guy Ritchie,"['Jason Statham', 'Brad Pitt']",2000-09-01
357837,Dancin' It's On,David Winters,"['Witney Carson', 'Chehon Wespi-Tschopp']",2015-10-16
8913,Pet Sematary,Mary Lambert,"['Dale Midkiff', 'Fred Gwynne']",1989-04-21
13889,Madadayo,Akira Kurosawa,"['Tatsuo Matsumura', 'Kyôko Kagawa']",1993-04-17
18530,The Cry of the Owl,Jamie Thraves,"['Paddy Considine', 'Julia Stiles']",2009-02-07
358451,A Tale of Three Cities,Mabel Cheung,"['Lau Ching-Wan', 'Tang Wei']",2015-08-28
927,Gremlins,Joe Dante,"['Zach Galligan', 'Phoebe Cates']",1984-06-07
11,Star Wars,George Lucas,"['Mark Hamill', 'Harrison Ford']",1977-05-25
291870,Dirty Grandpa,Dan Mazer,"['Zac Efron', 'Robert De Niro']",2016-01-21
907,Doctor Zhivago,David Lean,"['Omar Sharif', 'Julie Christie']",1965-12-22
206563,Trash,Stephen Daldry,"['Rickson Tevez', 'Eduardo Luis']",2014-10-09
11887,High School Musical 3: Senior Year,Kenny Ortega,"['Zac Efron', 'Vanessa Hudgens']",2008-10-22
45317,The Fighter,David O. Russell,"['Mark Wahlberg', 'Christian Bale']",2010-12-17
12094,Jackass Number Two,Jeff Tremaine,"['Johnny Knoxville', 'Bam Margera']",2006-09-22
10377,My Cousin Vinny,Jonathan Lynn,"['Joe Pesci', 'Ralph Macchio']",1992-03-13
249164,If I Stay,R.J. Cutler,"['Chloë Grace Moretz', 'Jamie Blackley']",2014-08-21
256092,Drive Hard,Brian Trenchard-Smith,"['Thomas Jane', 'John Cusack']",2014-05-26
9942,Major League,David S. Ward,"['Tom Berenger', 'Charlie Sheen']",1989-02-16
10748,St. Trinian's,Barnaby Thompson,"['Talulah Riley', 'Rupert Everett']",2007-12-21
1817,Phone Booth,Joel Schumacher,"['Colin Farrell', 'Kiefer Sutherland']",2002-09-09
10229,A Walk to Remember,Adam Shankman,"['Mandy Moore', 'Shane West']",2002-01-25
687,Dead Man Walking,Tim Robbins,"['Susan Sarandon', 'Sean Penn']",1995-12-29
796,Cruel Intentions,Roger Kumble,"['Sarah Michelle Gellar', 'Ryan Phillippe']",1999-03-05
22804,Saw VI,Kevin Greutert,"['Tobin Bell', 'Costas Mandylor']",2009-10-22
10156,History of the World: Part I,Mel Brooks,"['Mel Brooks', 'Dom DeLuise']",1981-06-12
12837,The Secret Life of Bees,Gina Prince-Bythewood,"['Dakota Fanning', 'Queen Latifah']",2008-09-17
17708,Corky Romano,Rob Pritts,"['Chris Kattan', 'Vinessa Shaw']",2001-10-12
13937,Raising Cain,Brian De Palma,"['John Lithgow', 'Lolita Davidovich']",1992-08-07
28932,F.I.S.T.,Norman Jewison,"['Sylvester Stallone', 'Rod Steiger']",1978-04-26
31909,Invaders from Mars,Tobe Hooper,"['Karen Black', 'Hunter Carson']",1986-01-01
167073,Brooklyn,John Crowley,"['Saoirse Ronan', 'Domhnall Gleeson']",2015-10-20
3175,Barry Lyndon,Stanley Kubrick,"[""Ryan O'Neal"", 'Marisa Berenson']",1975-12-18
14369,Out Cold,Brendan Malloy,"['Jason London', 'Lee Majors']",2001-11-21
16888,The Ladies Man,Reginald Hudlin,"['Tim Meadows', 'Karyn Parsons']",2000-10-13
121826,Quartet,Dustin Hoffman,"['Maggie Smith', 'Tom Courtenay']",2012-09-08
10646,Tomcats,Gregory Poirier,"[""Jerry O'Connell"", 'Shannon Elizabeth']",2001-03-30
12149,Frailty,Bill Paxton,"['Bill Paxton', 'Matthew McConaughey']",2001-11-17
304357,Woman in Gold,Simon Curtis,"['Helen Mirren', 'Ryan Reynolds']",2015-04-10
11184,Kinsey,Bill Condon,"['Liam Neeson', 'Laura Linney']",2004-09-04
766,Army of Darkness,Sam Raimi,"['Bruce Campbell', 'Embeth Davidtz']",1992-10-09
20009,Slackers,Dewey Nicks,"['Jason Segel', 'Devon Sawa']",2002-02-01
1587,What's Eating Gilbert Grape,Lasse Hallström,"['Johnny Depp', 'Leonardo DiCaprio']",1993-12-17
30973,The Visual Bible: The Gospel of John,Philip Saville,"['Christopher Plummer', 'Henry Ian Cusick']",2003-09-11
11109,Vera Drake,Mike Leigh,"['Imelda Staunton', 'Sally Hawkins']",2004-10-22
9027,The Guru,Daisy von Scherler Mayer,"['Jimi Mistry', 'Heather Graham']",2002-08-21
63020,The Perez Family,Mira Nair,"['Marisa Tomei', 'Alfred Molina']",1995-05-12
86829,Inside Llewyn Davis,Joel Coen,"['Oscar Isaac', 'Carey Mulligan']",2013-10-06
11065,O,Tim Blake Nelson,"['Mekhi Phifer', 'Josh Hartnett']",2001-08-31
13888,Return to the Blue Lagoon,William A. Graham,"['Milla Jovovich', 'Brian Krause']",1991-08-02
42345,The Molly Maguires,Martin Ritt,"['Sean Connery', 'Samantha Eggar']",1970-01-27
13994,Romance & Cigarettes,John Turturro,"['James Gandolfini', 'Susan Sarandon']",2005-09-13
1590,Copying Beethoven,Agnieszka Holland,"['Ed Harris', 'Diane Kruger']",2006-09-10
62728,Brighton Rock,Rowan Joffe,"['Andy Serkis', 'Helen Mirren']",2010-09-13
11917,Saw V,David Hackl,"['Tobin Bell', 'Costas Mandylor']",2008-10-23
45138,Machine Gun McCain,Giuliano Montaldo,"['John Cassavetes', 'Britt Ekland']",1969-04-01
80271,LOL,Lisa Azuelos,"['Miley Cyrus', 'Demi Moore']",2012-02-10
4657,Jindabyne,Ray Lawrence,"['Laura Linney', 'Gabriel Byrne']",2006-07-20
14395,Kabhi Alvida Naa Kehna,Karan Johar,"['Shah Rukh Khan', 'Rani Mukerji']",2006-08-11
24137,An Ideal Husband,Oliver Parker,"['Cate Blanchett', 'Minnie Driver']",1999-04-15
190847,The Last Days on Mars,Ruairi Robinson,"['Liev Schreiber', 'Romola Garai']",2013-08-11
11056,Darkness,Jaume Balagueró,"['Anna Paquin', 'Lena Olin']",2002-10-02
62,2001: A Space Odyssey,Stanley Kubrick,"['Keir Dullea', 'Gary Lockwood']",1968-04-10
601,E.T. the Extra-Terrestrial,Steven Spielberg,"['Henry Thomas', 'Drew Barrymore']",1982-04-03
13067,In the Land of Women,Jon Kasdan,"['Meg Ryan', 'Kristen Stewart']",2007-04-16
25379,The Blue Butterfly,Léa Pool,"['Marc Donato', 'Pascale Bussières']",2004-02-20
88641,There Goes My Baby,Floyd Mutrux,"['Dermot Mulroney', 'Ricky Schroder']",1994-09-02
58051,Housefull,Sajid Khan,"['Akshay Kumar', 'Ritesh Deshmukh']",2010-04-30
14877,September Dawn,Christopher Cain,"['Jon Voight', 'Tamara Hope']",2007-05-17
96399,For Greater Glory - The True Story of Cristiada,Dean Wright,"['Eva Longoria', 'Andy García']",2012-06-01
304410,The Bélier Family,Eric Lartigau,"['Louane Emera', 'Karin Viard']",2014-12-17
489,Good Will Hunting,Gus Van Sant,"['Robin Williams', 'Matt Damon']",1997-12-05
373314,Misconduct,Shintaro Shimosawa,"['Josh Duhamel', 'Alice Eve']",2016-02-05
214,Saw III,Darren Lynn Bousman,"['Tobin Bell', 'Shawnee Smith']",2006-10-27
10890,Stripes,Ivan Reitman,"['Bill Murray', 'Harold Ramis']",1981-06-25
1588,Bring It On,Peyton Reed,"['Kirsten Dunst', 'Jesse Bradford']",2000-08-25
316727,The Purge: Election Year,James DeMonaco,"['Elizabeth Mitchell', 'Frank Grillo']",2016-06-29
10314,She's All That,Robert Iscove,"['Freddie Prinze Jr.', 'Rachael Leigh Cook']",1999-01-29
663,Saw IV,Darren Lynn Bousman,"['Tobin Bell', 'Scott Patterson']",2007-10-25
11804,White Noise,Geoffrey Sax,"['Michael Keaton', 'Chandra West']",2005-01-07
16781,Madea's Family Reunion,Tyler Perry,"['Tyler Perry', 'Blair Underwood']",2006-02-24
11873,The Color of Money,Martin Scorsese,"['Paul Newman', 'Tom Cruise']",1986-10-07
9289,The Longest Day,Bernhard Wicki,"['Eddie Albert', 'Paul Anka']",1962-09-25
10414,The Mighty Ducks,Stephen Herek,"['Emilio Estevez', 'Joss Ackland']",1992-10-01
1970,The Grudge,Takashi Shimizu,"['Sarah Michelle Gellar', 'Jason Behr']",2004-10-22
9614,Happy Gilmore,Dennis Dugan,"['Adam Sandler', 'Ben Stiller']",1996-02-16
8922,Jeepers Creepers,Victor Salva,"['Gina Philips', 'Justin Long']",2001-07-01
1648,Bill & Ted's Excellent Adventure,Stephen Herek,"['Keanu Reeves', 'Alex Winter']",1989-02-17
17917,Oliver!,Carol Reed,"['Ron Moody', 'Shani Wallis']",1968-09-26
74534,The Best Exotic Marigold Hotel,John Madden,"['Bill Nighy', 'Maggie Smith']",2011-11-28
19405,Recess: School's Out,Chuck Sheetz,"[""Rickey D'Shon Collins"", 'Jason Davis']",2001-01-27
9355,Mad Max Beyond Thunderdome,George Miller,"['Mel Gibson', 'Tina Turner']",1985-06-29
10999,Commando,Mark L. Lester,"['Arnold Schwarzenegger', 'Rae Dawn Chong']",1985-10-03
321258,The Boy,William Brent Bell,"['Lauren Cohan', 'Rupert Evans']",2016-01-22
44040,Devil,John Erick Dowdle,"['Chris Messina', 'Jacob Vargas']",2010-01-13
10426,Friday After Next,Marcus Raboy,"['Ice Cube', 'Mike Epps']",2002-11-22
280092,Insidious: Chapter 3,Leigh Whannell,"['Dermot Mulroney', 'Stefanie Scott']",2015-06-04
13938,The Last Dragon,Michael Schultz,"['Taimak', 'Julius Carry']",1985-03-22
10163,The Lawnmower Man,Brett Leonard,"['Jeff Fahey', 'Pierce Brosnan']",1992-03-05
12182,Nick and Norah's Infinite Playlist,Peter Sollett,"['Michael Cera', 'Kat Dennings']",2008-10-03
1832,Dogma,Kevin Smith,"['Ben Affleck', 'Matt Damon']",1999-11-12
9034,The Banger Sisters,Bob Dolman,"['Goldie Hawn', 'Susan Sarandon']",2002-09-20
15301,Twilight Zone: The Movie,Steven Spielberg,"['Albert Brooks', 'Vic Morrow']",1983-06-24
10135,Road House,Rowdy Herrington,"['Patrick Swayze', 'Kelly Lynch']",1989-05-19
26352,A Low Down Dirty Shame,Keenen Ivory Wayans,"['Keenen Ivory Wayans', 'Charles S. Dutton']",1994-11-23
20616,Swimfan,John Polson,"['Jesse Bradford', 'Erika Christensen']",2002-09-06
9794,Employee of the Month,Greg Coolidge,"['Dane Cook', 'Jessica Simpson']",2006-10-06
15037,Can't Hardly Wait,Deborah Kaplan,"['Jennifer Love Hewitt', 'Ethan Embry']",1998-06-12
227,The Outsiders,Francis Ford Coppola,"['Matt Dillon', 'Ralph Macchio']",1983-03-25
294272,Pete's Dragon,David Lowery,"['Bryce Dallas Howard', 'Oakes Fegley']",2016-08-10
11336,The Dead Zone,David Cronenberg,"['Christopher Walken', 'Brooke Adams']",1983-10-21
283445,Sinister 2,Ciaran Foy,"['Shannyn Sossamon', 'James Ransone']",2015-08-19
88036,Sparkle,Salim Akil,"['Whitney Houston', 'Cee Lo Green']",2012-08-17
10984,Valentine,Jamie Blanks,"['Denise Richards', 'David Boreanaz']",2001-02-01
22824,The Fourth Kind,Olatunde Osunsanmi,"['Milla Jovovich', 'Will Patton']",2009-11-06
9526,A Prairie Home Companion,Robert Altman,"['Meryl Streep', 'Lindsay Lohan']",2006-06-09
39349,Sugar Hill,Leon Ichaso,"['Wesley Snipes', 'Michael Wright']",1994-02-25
15983,Invasion U.S.A.,Joseph Zito,"['Chuck Norris', 'Richard Lynch']",1985-09-27
14544,Roll Bounce,Malcolm D. Lee,"['Nick Cannon', 'Shad Moss']",2005-09-23
11545,Rushmore,Wes Anderson,"['Jason Schwartzman', 'Olivia Williams']",1998-09-17
42684,Skyline,Colin Strause,"['Eric Balfour', 'Scottie Thompson']",2010-11-11
268238,The Second Best Exotic Marigold Hotel,John Madden,"['Dev Patel', 'Judi Dench']",2015-02-26
8359,Kit Kittredge: An American Girl,Patricia Rozema,"['Abigail Breslin', ""Chris O'Donnell""]",2008-07-02
15648,The Perfect Man,Mark Rosman,"['Hilary Duff', 'Heather Locklear']",2005-06-17
41823,Mo' Better Blues,Spike Lee,"['Denzel Washington', 'Spike Lee']",1990-08-03
11891,Kung Pow: Enter the Fist,Steve Oedekerk,"['Hui Lou Chen', 'Tad Horino']",2002-01-25
9362,Tremors,Ron Underwood,"['Kevin Bacon', 'Fred Ward']",1990-01-19
9902,Wrong Turn,Rob Schmidt,"['Desmond Harrington', 'Eliza Dushku']",2003-05-30
14729,The Long Riders,Walter Hill,"['David Carradine', 'Keith Carradine']",1980-05-12
9455,The Corruptor,James Foley,"['Mark Wahlberg', 'Chow Yun-fat']",1999-03-12
103731,Mud,Jeff Nichols,"['Matthew McConaughey', 'Tye Sheridan']",2013-05-01
10090,Reno 911!: Miami,Ben Garant,"['Lennie Loftin', 'Danny DeVito']",2007-02-23
164558,One Direction: This Is Us,Morgan Spurlock,"['Harry Styles', 'Niall Horan']",2013-08-28
19905,"The Goods: Live Hard, Sell Hard",Neal Brennan,"['Jeremy Piven', 'Ving Rhames']",2009-08-14
17710,Hey Arnold! The Movie,Tuck Tucker,"['Spencer Klein', 'Francesca Smith']",2002-06-28
75900,My Week with Marilyn,Simon Curtis,"['Michelle Williams', 'Eddie Redmayne']",2011-10-17
9515,The Matador,Richard Shepard,"['Pierce Brosnan', 'Greg Kinnear']",2005-05-12
27322,Love Jones,Theodore Witcher,"['Larenz Tate', 'Nia Long']",1997-03-14
328425,The Gift,Joel Edgerton,"['Jason Bateman', 'Rebecca Hall']",2015-07-30
14120,End of the Spear,Jim Hanon,"['Louie Leonardo', 'Chad Allen']",2005-12-02
10050,Get Over It,Tommy O'Haver,"['Kirsten Dunst', 'Ben Foster']",2001-03-08
1542,Office Space,Mike Judge,"['Ron Livingston', 'Jennifer Aniston']",1999-02-19
10490,Drop Dead Gorgeous,Michael Patrick Jann,"['Kirsten Dunst', 'Ellen Barkin']",1999-07-23
87093,Big Eyes,Tim Burton,"['Amy Adams', 'Christoph Waltz']",2014-12-24
10029,Very Bad Things,Peter Berg,"['Jon Favreau', 'Leland Orser']",1998-09-11
9893,Sleepover,Joe Nussbaum,"['Alexa PenaVega', 'Mika Boorem']",2004-07-09
11507,Body Double,Brian De Palma,"['Craig Wasson', 'Melanie Griffith']",1984-10-25
37931,MacGruber,Jorma Taccone,"['Will Forte', 'Kristen Wiig']",2010-05-21
3472,Dirty Pretty Things,Stephen Frears,"['Chiwetel Ejiofor', 'Audrey Tautou']",2002-09-05
87818,Movie 43,Griffin Dunne,"['Anna Faris', 'Emma Stone']",2013-01-01
13160,Over Her Dead Body,Jeff Lowell,"['Eva Longoria', 'Jason Biggs']",2008-02-01
88005,Seeking a Friend for the End of the World,Lorene Scafaria,"['Steve Carell', 'Keira Knightley']",2012-06-22
52067,Cedar Rapids,Miguel Arteta,"['Anne Heche', 'Ed Helms']",2011-02-11
73,American History X,Tony Kaye,"['Edward Norton', 'Edward Furlong']",1998-10-30
134597,The Collection,Marcus Dunstan,"['Josh Stewart', 'Christopher McDonald']",2012-09-21
24034,Teacher's Pet,Timothy Bjorklund,"['Nathan Lane', 'Kelsey Grammer']",2004-01-16
14283,The Red Violin,François Girard,"['Carlo Cecchi', 'Irene Grazioli']",1998-09-10
404,The Straight Story,David Lynch,"['Richard Farnsworth', 'Sissy Spacek']",1999-10-15
13201,Deuces Wild,Scott Kalvert,"['Stephen Dorff', 'Fairuza Balk']",2002-05-03
209403,Bad Words,Jason Bateman,"['Jason Bateman', 'Kathryn Hahn']",2013-09-06
7942,"Run, Fatboy, Run",David Schwimmer,"['Simon Pegg', 'Thandie Newton']",2007-09-06
73247,Heartbeeps,Allan Arkush,"['Andy Kaufman', 'Bernadette Peters']",1981-12-18
253331,Black or White,Mike Binder,"['Kevin Costner', 'Jillian Estell']",2014-09-06
34043,On the Line,Eric Bross,"['Lance Bass', 'Joey Fatone']",2001-10-26
9952,Rescue Dawn,Werner Herzog,"['Christian Bale', 'Steve Zahn']",2006-09-09
256924,Danny Collins,Dan Fogelman,"['Al Pacino', 'Annette Bening']",2015-03-19
82532,"Jeff, Who Lives at Home",Jay Duplass,"['Jason Segel', 'Ed Helms']",2011-09-13
41110,I Am Love,Luca Guadagnino,"['Tilda Swinton', 'Flavio Parenti']",2009-09-05
134371,Atlas Shrugged Part II,John Putch,"['Samantha Mathis', 'Jason Beghe']",2012-10-12
2088,Romeo Is Bleeding,Peter Medak,"['Gary Oldman', 'Lena Olin']",1993-09-13
10388,The Limey,Steven Soderbergh,"['Terence Stamp', 'Lesley Ann Warren']",1999-05-15
1640,Crash,Paul Haggis,"['Sandra Bullock', 'Don Cheadle']",2004-01-13
25520,The House of Mirth,Terence Davies,"['Gillian Anderson', 'Dan Aykroyd']",2000-09-23
27342,Malone,Harley Cokeliss,"['Burt Reynolds', 'Cliff Robertson']",1987-05-01
13689,Peaceful Warrior,Victor Salva,"['Scott Mechlowicz', 'Nick Nolte']",2006-03-30
67911,Bucky Larson: Born to Be a Star,Tom Brady,"['Nick Swardson', 'Christina Ricci']",2011-09-09
24664,Bamboozled,Spike Lee,"['Damon Wayans', 'Savion Glover']",2000-10-06
329440,The Forest,Jason Zada,"['Natalie Dormer', 'Taylor Kinney']",2016-01-07
47890,Sphinx,Franklin J. Schaffner,"['Lesley-Anne Down', 'Frank Langella']",1981-02-11
252512,While We're Young,Noah Baumbach,"['Ben Stiller', 'Naomi Watts']",2015-04-03
55720,A Better Life,Chris Weitz,"['Demián Bichir', 'José Julián']",2011-06-24
9613,Spider,David Cronenberg,"['Ralph Fiennes', 'Miranda Richardson']",2002-12-13
29076,Gun Shy,Eric Blakeney,"['Sandra Bullock', 'Liam Neeson']",2000-02-04
29339,Nicholas Nickleby,Douglas McGrath,"['Charlie Hunnam', 'Nathan Lane']",2002-12-27
68812,The Iceman,Ariel Vromen,"['Michael Shannon', 'Winona Ryder']",2012-09-01
32740,Krrish,Rakesh Roshan,"['Hrithik Roshan', 'Naseeruddin Shah']",2006-06-23
14195,Cecil B. Demented,John Waters,"['Melanie Griffith', 'Stephen Dorff']",2000-05-17
73567,Killer Joe,William Friedkin,"['Matthew McConaughey', 'Emile Hirsch']",2011-09-10
41479,The Joneses,Derrick Borte,"['David Duchovny', 'Demi Moore']",2009-09-13
15394,Owning Mahowny,Richard Kwietniowski,"['Philip Seymour Hoffman', 'Minnie Driver']",2003-05-02
10071,The Brothers Solomon,Bob Odenkirk,"['Will Arnett', 'Will Forte']",2007-09-07
1989,My Blueberry Nights,Wong Kar-wai,"['Norah Jones', 'Jude Law']",2007-05-16
91076,Illuminata,John Turturro,"['John Turturro', 'Christopher Walken']",1998-05-21
12779,Swept Away,Guy Ritchie,"['Madonna', 'Adriano Giannini']",2002-10-11
13191,"War, Inc.",Joshua Seftel,"['John Cusack', 'Hilary Duff']",2008-04-28
